UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power_kW,Vibration_mms,Machine_failure
396,H00396,H,302.1,310.7,1313,31.4,174,4.322,23.99,0
397,M00397,M,303.9,313.7,1604,40.5,162,6.806,25.1,0
398,L00398,L,300.8,311.4,1237,37.3,39,4.836,30.113,0
399,M00399,M,299.6,309.5,1432,43.5,62,6.519,30.256,0
400,M00400,M,302.1,313.0,1449,23.7,94,3.594,16.325,0
401,L00401,L,302.9,313.3,1723,41.9,116,7.552,24.259,0
402,H00402,H,299.0,308.2,1528,33.1,124,5.298,21.647,0
403,L00403,L,298.6,307.2,1691,41.5,226,7.351,24.36,0
404,M00404,M,300.3,310.1,1611,49.1,27,8.275,30.441,0
405,L00405,L,301.7,311.1,1610,34.4,62,5.805,21.284,0
406,M00406,M,301.6,311.9,1434,52.0,36,7.802,36.477,0
407,L00407,L,297.2,306.4,1704,22.6,184,4.032,13.217,0
408,L00408,L,303.8,313.2,1429,55.4,243,8.295,38.776,1
409,H00409,H,298.7,309.8,1154,52.4,223,6.331,45.462,0
410,L00410,L,299.5,309.6,1457,31.1,181,4.75,21.5,0
411,L00411,L,298.2,307.5,1591,31.2,5,5.2,19.507,0
412,H00412,H,305.4,315.4,1179,25.1,87,3.092,21.31,1
413,H00413,H,300.5,311.9,1323,49.2,216,6.818,37.296,0
414,L00414,L,298.3,308.6,1254,36.7,163,4.818,29.284,0
415,M00415,M,301.7,312.3,1657,36.0,52,6.241,21.715,0
416,L00416,L,301.5,310.8,1835,28.8,117,5.528,15.632,0
417,L00417,L,299.6,310.7,1458,58.1,22,8.874,39.829,0
418,L00418,L,301.7,314.0,1606,30.3,130,5.092,18.835,0
419,M00419,M,298.3,307.6,1601,40.2,225,6.747,25.091,0
420,M00420,M,299.0,307.8,1811,42.2,10,7.994,23.372,0
421,M00421,M,296.0,306.2,1369,36.0,153,5.165,26.21,0
422,M00422,M,297.4,308.2,1456,34.0,58,5.183,23.431,0
423,L00423,L,303.6,313.5,1432,36.3,248,5.444,25.49,0
424,L00424,L,303.3,312.2,1515,45.7,16,7.243,30.17,0
425,L00425,L,300.1,310.0,2001,36.5,154,7.654,18.078,0
426,L00426,L,303.3,313.9,1506,56.3,64,8.873,37.411,0
427,L00427,L,299.7,309.3,1329,32.2,221,4.486,24.186,1
428,M00428,M,299.5,310.1,1269,47.5,30,6.318,37.408,0
429,L00429,L,300.1,311.3,1751,22.4,107,4.113,12.853,0
430,L00430,L,299.8,310.0,1328,32.2,46,4.483,24.378,0
431,L00431,L,299.6,309.5,1633,31.8,200,5.443,19.333,0
432,M00432,M,302.3,313.1,1364,29.0,88,4.137,21.237,0
433,M00433,M,300.3,309.4,1247,42.8,47,5.592,34.559,0
434,L00434,L,301.4,310.5,1621,38.9,181,6.603,23.886,0
435,L00435,L,302.1,311.8,1374,17.2,204,2.476,12.508,1
436,M00436,M,300.8,310.3,1585,60.0,116,9.952,37.763,1
437,L00437,L,298.1,307.3,1600,41.8,95,6.996,26.173,0
438,M00438,M,297.3,309.1,1609,40.0,158,6.743,24.739,0
439,M00439,M,300.3,312.5,1446,53.1,163,8.043,36.556,0
440,L00440,L,299.7,309.3,1637,49.9,165,8.553,30.554,0
441,L00441,L,300.2,310.3,1315,37.0,69,5.1,28.164,0
442,H00442,H,300.0,309.8,1009,20.5,235,2.164,20.17,1
443,L00443,L,305.2,316.3,1641,45.6,53,7.845,27.801,0
444,L00444,L,297.3,308.6,1533,30.4,94,4.876,19.682,0
445,M00445,M,296.0,304.2,1378,52.4,71,7.56,38.113,1
446,H00446,H,300.7,311.1,1206,32.2,233,4.071,26.765,0
447,H00447,H,299.2,307.9,1093,35.5,207,4.06,32.4,0
448,M00448,M,300.6,312.4,1510,26.6,203,4.202,17.533,0
449,L00449,L,301.2,311.6,1830,27.4,1,5.246,14.916,0
450,L00450,L,302.6,311.7,1472,38.9,171,5.999,26.32,0
451,M00451,M,297.0,306.7,1428,38.0,58,5.678,26.734,0
452,L00452,L,298.9,308.6,1495,35.2,242,5.518,23.687,0
453,L00453,L,300.9,311.4,1936,60.5,133,12.271,31.228,1
454,H00454,H,301.5,312.6,1650,46.0,141,7.956,27.863,0
455,L00455,L,304.4,313.2,1313,40.1,89,5.515,30.424,0
456,L00456,L,301.9,313.8,1506,12.4,134,1.959,8.238,1
457,L00457,L,299.9,311.5,1566,48.3,187,7.916,30.855,0
458,L00458,L,298.2,307.3,1289,69.9,140,9.44,54.393,1
459,L00459,L,298.9,308.9,1652,38.1,160,6.594,22.988,0
460,L00460,L,298.8,310.5,1336,31.9,118,4.464,23.697,0
461,L00461,L,301.3,312.5,1198,41.6,179,5.222,34.657,0
462,M00462,M,300.5,310.2,1515,25.7,225,4.076,17.007,0
463,M00463,M,297.4,308.2,1484,44.6,13,6.932,30.072,0
464,L00464,L,299.1,312.1,1500,55.0,27,8.639,36.772,0
465,H00465,H,301.8,311.9,1347,33.3,171,4.696,24.718,0
466,L00466,L,300.7,310.1,1375,33.6,94,4.84,24.608,0
467,L00467,L,301.1,311.3,1726,39.2,70,7.085,22.559,0
468,M00468,M,300.8,311.0,1588,35.0,45,5.819,21.781,0
469,L00469,L,303.3,312.7,1309,24.9,143,3.409,19.145,1
470,H00470,H,300.5,310.9,1110,36.1,87,4.201,32.49,0
471,L00471,L,299.2,308.0,1317,34.1,127,4.707,25.926,0
472,H00472,H,298.2,307.5,1531,53.7,240,8.607,35.056,0
473,L00473,L,300.5,311.3,1374,51.6,190,7.416,37.564,0
474,M00474,M,295.1,303.4,1358,54.0,199,7.676,39.695,1
475,L00475,L,299.6,310.5,1382,48.0,31,6.95,34.645,0
476,H00476,H,299.6,307.6,1485,42.1,81,6.542,28.21,0
477,L00477,L,297.3,305.5,1657,31.3,27,5.423,18.924,0
478,L00478,L,298.1,307.6,1500,53.3,242,8.366,35.587,1
479,H00479,H,301.6,311.9,1512,43.5,171,6.886,28.723,0
480,L00480,L,300.5,311.8,1455,27.5,5,4.193,18.854,0
481,M00481,M,300.2,310.3,1400,30.9,119,4.525,22.099,0
482,M00482,M,300.6,310.4,1679,27.4,66,4.811,16.15,0
483,L00483,L,300.2,310.8,1648,19.5,135,3.363,12.012,1
484,M00484,M,302.5,311.6,1909,43.9,45,8.773,23.033,0
485,L00485,L,300.2,310.4,1622,27.6,14,4.692,17.012,0
486,H00486,H,297.1,305.9,1400,32.4,81,4.757,23.25,0
487,L00487,L,303.3,313.3,1319,40.4,74,5.579,30.682,0
488,L00488,L,300.7,310.6,1691,38.1,179,6.749,22.572,0
489,H00489,H,298.8,308.0,1337,32.9,119,4.602,24.393,0
490,M00490,M,297.5,307.7,1662,55.2,73,9.605,33.249,1
491,L00491,L,300.8,311.0,1348,24.7,143,3.491,18.494,1
492,M00492,M,299.8,310.9,1570,25.2,18,4.137,15.976,0
493,L00493,L,303.1,311.5,1288,44.6,166,6.013,34.705,1
494,L00494,L,299.3,309.2,1656,33.7,37,5.851,20.459,0
495,L00495,L,298.3,307.6,1253,33.3,70,4.377,26.638,0
496,L00496,L,301.8,312.7,1555,29.2,71,4.755,18.806,0
497,L00497,L,301.9,312.6,1460,43.4,116,6.635,29.761,0
498,L00498,L,300.3,310.8,1520,42.3,238,6.728,27.835,0
499,H00499,H,301.4,310.6,1421,41.2,81,6.129,29.18,0
500,H00500,H,299.9,310.8,1416,34.2,70,5.067,24.226,0
501,M00501,M,300.5,308.9,1531,32.5,42,5.209,21.293,0
502,L00502,L,302.3,310.6,1300,38.4,98,5.222,29.63,1
503,L00503,L,301.3,310.0,1298,49.7,46,6.753,38.322,0
504,M00504,M,299.7,309.6,1428,55.7,34,8.328,38.777,0
505,M00505,M,302.7,313.4,1421,51.1,214,7.603,35.971,0
506,L00506,L,295.3,302.3,1299,45.1,13,6.129,34.626,1
507,H00507,H,304.1,315.4,1685,49.8,178,8.79,29.603,0
508,M00508,M,296.6,306.7,1433,28.2,51,4.229,19.608,0
509,H00509,H,298.7,307.2,1455,32.9,3,5.006,22.65,0
510,M00510,M,299.9,310.0,1234,45.2,199,5.849,36.608,0
511,M00511,M,299.7,310.8,1914,38.8,176,7.782,20.448,0
512,L00512,L,302.0,312.6,1985,43.4,84,9.018,22.012,1
513,H00513,H,297.9,309.0,1344,49.8,20,7.008,36.907,0
514,M00514,M,300.5,309.2,1745,48.2,90,8.816,27.674,0
515,L00515,L,298.8,308.4,1482,29.1,45,4.514,19.588,0
516,L00516,L,300.6,309.7,1821,40.1,233,7.649,22.059,0
517,L00517,L,299.9,311.6,1567,30.8,132,5.054,19.706,0
518,M00518,M,300.2,310.8,1520,32.2,241,5.13,21.075,0
519,H00519,H,298.9,311.7,1000,22.9,88,2.398,22.791,1
520,L00520,L,299.0,308.5,1324,41.3,139,5.732,31.129,0
521,L00521,L,300.6,309.8,1504,22.2,48,3.489,14.673,1
522,L00522,L,301.9,311.7,1540,43.9,202,7.085,28.486,0
523,H00523,H,298.8,310.2,1257,53.6,10,7.054,42.707,0
524,M00524,M,298.3,307.9,1354,45.3,174,6.425,33.475,0
525,M00525,M,301.2,311.4,1611,40.5,98,6.834,25.069,0
526,L00526,L,299.9,310.0,1223,55.3,145,7.09,45.208,0
527,L00527,L,301.7,311.7,1527,43.3,148,6.919,28.107,0
528,L00528,L,298.2,307.5,1748,31.4,178,5.741,18.154,0
529,L00529,L,296.4,306.3,1577,41.3,51,6.813,26.158,0
530,M00530,M,298.9,308.8,1567,59.6,133,9.78,38.129,1
531,M00531,M,298.5,308.5,1096,29.1,107,3.337,26.607,1
532,H00532,H,299.8,310.8,1336,26.2,71,3.664,19.612,0
533,H00533,H,298.7,310.5,1911,46.1,124,9.235,23.913,1
534,L00534,L,301.5,310.6,1380,37.8,238,5.457,27.303,0
535,M00535,M,299.4,309.0,1753,34.7,237,6.366,19.82,0
536,H00536,H,300.3,309.5,1378,27.4,70,3.955,19.898,0
537,M00537,M,300.3,310.5,1444,20.5,221,3.101,14.296,1
538,L00538,L,300.4,309.9,1603,25.4,219,4.27,15.866,0
539,L00539,L,300.0,310.2,1520,56.1,62,8.938,37.121,0
540,L00540,L,301.0,312.1,1576,39.9,150,6.588,25.214,0
541,H00541,H,298.4,305.9,1336,20.4,217,2.851,15.3,1
542,M00542,M,302.8,313.3,1273,51.8,129,6.909,40.629,0
543,L00543,L,299.5,309.1,1323,52.3,92,7.252,39.665,0
544,M00544,M,297.4,307.8,1394,52.3,163,7.631,37.45,0
545,M00545,M,300.4,309.5,1454,35.8,43,5.448,24.426,0
546,L00546,L,298.3,309.5,1707,37.3,40,6.672,21.704,0
547,L00547,L,301.3,312.2,1517,41.4,208,6.575,27.219,0
548,M00548,M,304.4,315.0,1597,54.0,10,9.032,33.978,1
549,L00549,L,298.4,309.2,1528,34.5,201,5.514,22.616,0
550,M00550,M,300.7,309.9,1277,32.5,73,4.34,25.462,0
551,L00551,L,296.5,305.9,1503,47.0,121,7.393,31.226,0
552,M00552,M,300.9,311.7,1526,52.1,136,8.325,34.021,0
553,L00553,L,298.2,307.5,1652,39.5,192,6.828,23.8,0
554,L00554,L,298.8,310.2,1286,46.7,221,6.291,36.254,0
555,M00555,M,297.8,307.5,1092,41.1,201,4.702,37.598,0
556,L00556,L,301.5,312.0,1535,37.5,143,6.027,24.352,0
557,L00557,L,302.0,314.1,1571,31.7,87,5.216,20.091,0
558,L00558,L,300.0,309.3,1464,28.5,132,4.364,19.44,0
559,M00559,M,298.3,308.3,1506,33.9,8,5.337,22.409,0
560,M00560,M,303.2,314.2,1676,30.2,61,5.307,18.158,0
561,M00561,M,298.5,309.5,1408,42.8,92,6.317,30.529,0
562,L00562,L,295.7,305.3,1444,52.2,80,7.891,36.186,0
563,L00563,L,300.9,310.4,1516,42.0,24,6.673,27.783,0
564,L00564,L,297.8,307.6,1256,30.8,13,4.05,24.361,0
565,L00565,L,302.0,313.4,1470,48.6,105,7.472,33.267,0
566,L00566,L,299.2,309.0,1487,43.0,19,6.692,28.863,0
567,L00567,L,301.2,311.3,1827,44.9,72,8.602,24.676,0
568,L00568,L,302.8,312.4,1440,34.8,119,5.25,24.248,0
569,H00569,H,297.6,308.3,1540,51.3,52,8.279,33.229,0
570,L00570,L,298.9,309.0,1684,51.3,20,9.042,30.395,1
571,L00571,L,299.8,308.8,1333,38.2,108,5.325,28.677,0
572,M00572,M,303.1,312.1,1775,47.2,112,8.771,26.426,0
573,L00573,L,298.7,306.7,1853,51.0,229,9.898,27.525,1
574,M00574,M,298.8,308.0,1494,35.3,32,5.531,23.416,0
575,M00575,M,301.0,311.8,1392,39.2,154,5.713,28.151,0
576,H00576,H,298.8,310.2,1825,40.8,80,7.799,22.487,0
577,L00577,L,300.3,311.0,1659,29.0,31,5.042,17.492,0
578,H00578,H,296.9,307.5,1516,44.4,98,7.053,29.145,0
579,L00579,L,304.4,314.3,1785,50.2,107,9.39,28.076,1
580,L00580,L,297.3,308.1,1764,38.6,91,7.124,21.919,0
581,L00581,L,299.4,309.6,1433,43.4,191,6.511,30.307,0
582,H00582,H,299.9,311.7,1550,54.0,210,8.761,34.88,0
583,L00583,L,303.8,313.7,1615,35.9,37,6.081,22.237,0
584,L00584,L,297.4,308.7,1506,43.6,42,6.875,28.881,0
585,M00585,M,304.0,314.8,1222,34.3,105,4.389,28.087,0
586,L00586,L,301.5,312.2,1312,34.0,80,4.677,25.937,0
587,L00587,L,300.8,308.8,1228,43.4,205,5.585,35.45,1
588,L00588,L,298.0,309.0,1599,42.4,249,7.1,26.485,0
589,L00589,L,301.1,311.0,1263,45.6,45,6.025,36.067,0
590,L00590,L,298.6,308.1,1538,40.8,191,6.567,26.48,0
591,L00591,L,302.5,311.1,1866,44.7,152,8.727,24.151,0
592,M00592,M,298.1,308.1,1786,56.7,161,10.594,31.654,1
593,L00593,L,299.8,309.8,1133,50.6,66,6.001,44.64,0
594,L00594,L,298.9,307.6,1244,43.4,24,5.653,34.771,0
595,M00595,M,298.0,306.6,1345,45.0,136,6.344,33.632,1
596,L00596,L,301.5,312.0,1266,37.0,153,4.907,29.368,0
597,M00597,M,301.1,311.9,1169,38.4,241,4.703,32.827,0
598,L00598,L,302.4,312.6,1498,44.9,169,7.047,30.112,0
599,L00599,L,296.4,307.6,1641,40.9,111,7.025,24.942,0
600,L00600,L,302.1,312.0,1691,47.9,249,8.487,28.418,1
601,L00601,L,305.0,315.0,1405,52.7,93,7.75,37.386,0
602,L00602,L,299.1,308.2,1446,39.0,41,5.901,26.982,0
603,L00603,L,303.8,312.2,1571,19.9,154,3.275,12.858,1
604,L00604,L,299.5,311.3,1478,60.3,67,9.341,40.966,1
605,L00605,L,297.3,308.4,1662,33.5,231,5.827,20.22,0
606,L00606,L,299.4,308.0,1586,42.0,107,6.968,26.545,0
607,L00607,L,302.1,312.3,1425,47.3,37,7.053,33.425,0
608,L00608,L,298.3,308.2,1129,54.1,35,6.393,48.002,0
609,L00609,L,298.8,308.5,1800,58.1,162,10.943,32.193,1
610,M00610,M,301.2,310.8,1363,36.4,91,5.189,26.803,0
611,L00611,L,300.0,310.4,1572,51.9,91,8.541,33.016,0
612,M00612,M,301.2,312.0,1117,42.0,153,4.909,37.642,0
613,M00613,M,300.5,310.9,1498,67.4,55,10.576,45.034,1
614,L00614,L,301.0,310.8,1520,51.0,36,8.119,33.484,0
615,M00615,M,299.1,309.0,1530,38.2,164,6.123,25.019,0
616,H00616,H,300.5,311.4,2103,32.1,1,7.062,15.348,0
617,L00617,L,298.1,308.6,1374,13.7,227,1.976,10.071,1
618,L00618,L,302.6,312.6,1664,46.7,46,8.146,28.139,0
619,M00619,M,298.7,308.7,1605,50.1,112,8.416,31.192,0
620,M00620,M,302.3,312.6,1364,47.5,53,6.78,34.618,0
621,L00621,L,299.5,309.1,1661,16.5,55,2.864,9.908,1
622,L00622,L,300.4,311.2,1467,27.4,209,4.213,18.745,0
623,L00623,L,299.0,307.9,1675,44.8,146,7.86,26.535,0
624,L00624,L,298.0,307.6,1892,57.9,78,11.464,30.569,1
625,M00625,M,296.5,307.1,1530,39.4,63,6.321,25.769,0
626,L00626,L,297.9,306.8,1444,50.9,53,7.698,35.174,0
627,L00627,L,299.4,307.8,1710,29.7,139,5.311,17.416,0
628,M00628,M,300.4,310.5,1779,42.1,183,7.839,23.739,0
629,L00629,L,302.0,310.3,1323,37.3,63,5.163,28.332,1
630,L00630,L,299.1,307.8,1409,51.9,83,7.657,36.804,0
631,M00631,M,298.2,309.0,1635,34.6,180,5.925,21.291,0
632,M00632,M,297.1,306.9,1474,56.8,184,8.76,38.443,0
633,L00633,L,301.0,312.2,1309,36.9,52,5.062,28.167,0
634,L00634,L,302.8,311.6,1608,29.3,96,4.934,18.289,0
635,L00635,L,302.5,312.4,1634,29.6,217,5.072,18.069,0
636,L00636,L,301.4,311.8,1433,33.8,185,5.069,23.552,0
637,L00637,L,301.3,310.1,1512,43.7,41,6.921,28.985,0
638,L00638,L,303.4,314.4,1385,33.9,96,4.916,24.482,0
639,L00639,L,300.7,311.2,1281,31.8,243,4.265,24.73,0
640,L00640,L,301.3,309.7,1401,48.9,131,7.172,34.854,0
641,L00641,L,299.4,309.3,1515,7.9,180,1.251,5.18,1
642,L00642,L,297.3,307.7,1205,35.7,23,4.505,29.687,0
643,L00643,L,298.6,308.0,1415,26.7,208,3.951,18.804,0
644,L00644,L,300.0,308.5,1518,31.3,151,4.976,20.39,0
645,L00645,L,300.1,310.4,1739,42.4,44,7.728,24.483,0
646,M00646,M,303.9,316.1,1437,37.9,95,5.712,26.463,0
647,L00647,L,300.2,309.8,1251,37.0,21,4.852,29.51,0
648,M00648,M,302.4,313.9,1458,51.9,194,7.924,35.478,0
649,M00649,M,299.1,308.4,1387,39.9,186,5.789,28.883,0
650,L00650,L,299.4,309.6,1610,58.1,123,9.792,36.029,1
651,L00651,L,297.3,308.1,1432,47.1,113,7.068,32.972,0
652,L00652,L,298.5,308.5,1000,30.3,116,3.176,30.264,1
653,L00653,L,301.1,310.8,2238,59.3,9,13.909,26.577,1
654,M00654,M,300.0,310.7,1528,42.8,92,6.848,27.897,0
655,L00655,L,301.9,313.8,1518,58.7,32,9.333,38.727,1
656,L00656,L,300.4,310.7,1192,37.3,46,4.66,31.368,0
657,L00657,L,299.3,308.8,1207,42.7,241,5.4,35.186,0
658,L00658,L,304.3,314.1,1482,44.3,65,6.877,29.927,0
659,M00659,M,299.8,312.3,1567,38.3,121,6.289,24.378,0
660,L00660,L,302.3,312.5,1640,52.7,222,9.056,32.247,1
661,L00661,L,299.2,308.6,1547,59.3,103,9.614,38.36,1
662,H00662,H,301.4,310.3,1263,17.1,132,2.257,13.489,1
663,M00663,M,301.9,310.0,1000,48.1,42,5.042,48.3,1
664,L00664,L,300.4,310.8,1480,31.1,71,4.813,20.793,0
665,L00665,L,295.3,305.9,1393,14.1,127,2.053,10.293,1
666,L00666,L,300.0,309.6,1247,45.2,91,5.901,36.397,0
667,L00667,L,302.5,312.4,1666,45.2,10,7.883,27.094,0
668,L00668,L,301.1,309.9,1185,46.8,100,5.807,39.587,0
669,L00669,L,300.9,311.0,1623,43.7,204,7.431,26.974,0
670,L00670,L,296.6,307.0,1218,48.8,29,6.218,39.777,0
671,L00671,L,298.6,308.0,1527,34.0,5,5.431,22.237,0
672,M00672,M,300.8,312.5,1687,42.6,30,7.531,25.148,0
673,L00673,L,300.8,310.0,1432,47.0,172,7.047,32.663,0
674,L00674,L,302.4,312.7,1838,53.5,199,10.303,29.095,1
675,L00675,L,299.7,310.6,1884,40.4,12,7.976,21.444,0
676,H00676,H,300.8,310.7,1547,37.9,222,6.135,24.589,0
677,L00677,L,300.0,309.8,1608,39.4,157,6.644,24.453,0
678,L00678,L,298.0,306.6,1712,28.1,130,5.032,16.352,0
679,H00679,H,295.5,306.8,1609,47.7,63,8.036,29.782,0
680,M00680,M,300.9,310.7,1587,25.4,93,4.227,15.999,0
681,M00681,M,300.3,310.9,1395,43.9,237,6.415,31.421,0
682,L00682,L,298.8,309.4,1163,40.8,228,4.973,35.221,0
683,L00683,L,296.8,306.1,1222,24.5,156,3.134,20.095,1
684,M00684,M,301.3,311.1,1976,25.1,145,5.187,12.689,0
685,H00685,H,299.5,310.8,1564,31.5,53,5.155,20.203,0
686,L00686,L,301.1,310.0,1451,36.6,238,5.555,25.074,0
687,L00687,L,303.7,315.9,1753,54.8,189,10.059,31.211,1
688,L00688,L,295.7,305.0,1350,38.9,96,5.499,29.007,0
689,M00689,M,298.6,307.4,1617,45.5,204,7.697,27.82,1
690,L00690,L,299.6,309.7,1515,52.7,53,8.358,34.686,0
691,L00691,L,302.9,315.1,1592,50.7,53,8.458,31.748,0
692,L00692,L,296.7,304.8,1433,39.9,198,5.991,27.877,0
693,L00693,L,303.9,313.7,1307,32.9,140,4.509,25.266,0
694,L00694,L,300.3,310.7,1335,45.0,139,6.291,33.799,0
695,L00695,L,299.8,309.8,1343,33.1,143,4.662,24.634,0
696,M00696,M,299.6,310.0,1499,58.1,31,9.13,38.688,1
697,L00697,L,299.1,308.4,1189,48.7,87,6.06,40.803,0
698,L00698,L,302.1,311.5,1251,42.1,143,5.511,33.661,0
699,L00699,L,297.9,307.7,1527,45.1,62,7.217,29.763,0
700,L00700,L,300.7,309.6,1474,41.8,126,6.452,28.279,0
701,L00701,L,299.2,309.2,1538,36.3,139,5.849,23.605,0
702,L00702,L,298.5,308.1,1491,45.0,236,7.024,30.186,0
703,L00703,L,305.2,314.7,2004,37.6,61,7.884,18.708,0
704,L00704,L,300.8,311.2,1525,59.4,110,9.483,39.063,1
705,L00705,L,301.2,309.4,1424,33.1,245,4.933,23.343,0
706,H00706,H,302.3,312.0,1520,45.1,47,7.178,29.741,0
707,L00707,L,297.2,309.5,1704,32.2,195,5.741,18.977,0
708,M00708,M,303.5,312.4,1490,32.1,44,5.004,21.453,0
709,L00709,L,295.0,306.3,1637,22.1,213,3.795,13.41,0
710,M00710,M,298.5,308.5,1579,44.1,122,7.295,27.867,0
711,M00711,M,299.1,308.5,1442,34.7,243,5.236,24.076,0
712,L00712,L,301.2,309.8,1522,50.8,43,8.103,33.363,0
713,L00713,L,300.4,310.6,1820,44.1,172,8.41,24.309,0
714,L00714,L,299.7,311.1,1549,41.5,174,6.727,26.797,0
715,L00715,L,300.0,309.6,1303,25.9,180,3.533,19.743,0
716,H00716,H,298.0,308.0,1436,45.8,25,6.895,32.05,0
717,M00717,M,297.0,308.0,1077,33.4,72,3.765,30.937,0
718,H00718,H,301.5,311.8,1527,25.7,85,4.106,16.885,0
719,L00719,L,301.4,309.8,1762,44.3,81,8.177,25.054,0
720,M00720,M,303.2,313.3,1232,27.4,169,3.536,22.171,0
721,H00721,H,298.4,309.9,1530,19.1,14,3.058,12.384,1
722,L00722,L,301.4,311.3,1697,53.0,183,9.414,31.07,1
723,L00723,L,299.4,306.7,1718,34.4,132,6.188,19.876,0
724,M00724,M,302.4,312.8,1756,22.6,43,4.148,12.883,0
725,L00725,L,302.0,311.8,1126,30.4,57,3.583,26.874,0
726,M00726,M,300.4,308.6,1601,32.8,24,5.497,20.515,0
727,L00727,L,299.3,307.6,1199,51.4,115,6.458,42.919,1
728,M00728,M,301.9,312.9,1300,23.4,149,3.182,18.061,1
729,L00729,L,301.3,310.6,1664,26.6,145,4.638,15.888,0
730,L00730,L,298.6,307.7,1532,49.8,241,7.988,32.624,1
731,L00731,L,297.3,307.3,1645,35.5,74,6.117,21.488,0
732,M00732,M,299.4,308.8,1314,42.3,191,5.819,31.898,0
733,M00733,M,303.0,313.1,1795,35.1,181,6.595,19.571,0
734,L00734,L,302.3,312.1,1638,60.2,15,10.325,36.676,1
735,L00735,L,297.8,306.6,1678,27.1,233,4.762,16.303,0
736,M00736,M,297.7,307.2,1284,42.8,233,5.758,33.381,0
737,L00737,L,302.5,313.0,1734,55.0,99,9.994,31.722,1
738,M00738,M,297.7,307.8,1437,36.3,104,5.454,25.25,0
739,L00739,L,301.0,310.9,1378,32.5,205,4.684,23.512,0
740,L00740,L,298.8,310.7,1625,47.7,124,8.113,29.503,0
741,L00741,L,303.2,314.0,1617,50.0,200,8.472,30.899,0
742,L00742,L,298.5,309.3,1331,32.0,9,4.459,24.096,0
743,M00743,M,302.3,312.1,1911,54.6,63,10.932,28.497,1
744,L00744,L,300.4,310.6,1863,40.5,23,7.903,21.747,0
745,L00745,L,300.5,310.1,1621,45.1,114,7.654,27.691,0
746,M00746,M,296.1,306.8,1586,54.9,214,9.116,34.626,1
747,L00747,L,295.6,305.5,1566,47.7,142,7.82,30.459,0
748,L00748,L,299.6,309.8,1190,40.0,130,4.984,33.666,0
749,H00749,H,300.5,310.7,1523,33.3,92,5.307,21.907,0
750,M00750,M,297.7,307.7,1520,67.1,16,10.678,44.14,1
751,L00751,L,297.8,310.8,1385,32.1,192,4.656,23.391,0
752,H00752,H,301.1,310.5,1438,43.2,143,6.503,30.024,0
753,M00753,M,301.1,310.4,1024,45.1,233,4.835,44.058,0
754,L00754,L,299.7,310.4,1281,45.6,108,6.111,35.58,0
755,L00755,L,301.6,311.0,1684,61.3,100,10.809,36.402,1
756,M00756,M,297.7,307.4,1846,40.5,244,7.825,21.895,1
757,M00757,M,299.3,308.2,1311,39.0,35,5.362,29.742,0
758,L00758,L,303.3,313.8,1537,55.5,63,8.934,36.209,0
759,M00759,M,300.1,310.6,1720,38.6,122,6.959,22.465,0
760,M00760,M,300.3,309.9,1396,48.8,131,7.128,35.035,0
761,L00761,L,304.6,315.3,1635,41.9,137,7.183,25.46,0
762,L00762,L,297.2,305.3,1493,49.2,53,7.695,33.107,0
763,L00763,L,301.6,310.9,1738,47.3,232,8.601,27.277,1
764,M00764,M,303.3,313.2,1244,36.0,176,4.684,28.92,0
765,L00765,L,299.4,308.2,1279,21.6,65,2.888,16.848,1
766,L00766,L,301.7,310.0,1556,23.3,74,3.79,15.014,0
767,M00767,M,298.0,307.7,1519,21.6,220,3.436,14.112,1
768,M00768,M,298.6,309.3,1489,39.1,95,6.094,26.26,0
769,L00769,L,300.8,312.1,1615,16.5,139,2.786,10.215,1
770,M00770,M,301.6,311.0,1314,38.4,30,5.283,29.022,0
771,L00771,L,302.2,313.0,1226,41.3,63,5.308,33.749,0
772,M00772,M,303.1,313.8,1400,48.6,104,7.119,34.553,0
773,L00773,L,299.9,311.1,1422,45.0,164,6.709,31.777,0
774,L00774,L,302.4,312.0,1443,49.0,70,7.409,34.098,0
775,M00775,M,299.3,307.5,1754,44.1,238,8.107,25.319,0
776,L00776,L,301.8,311.9,1654,36.8,55,6.368,22.194,0
777,L00777,L,300.4,309.4,1607,38.9,195,6.552,24.203,0
778,M00778,M,300.9,310.2,1544,31.5,91,5.092,20.188,0
779,M00779,M,300.8,310.5,1413,42.3,208,6.257,29.987,0
780,M00780,M,296.8,306.5,1329,24.2,231,3.363,18.024,1
781,M00781,M,297.8,307.9,1261,50.7,47,6.687,40.044,0
782,L00782,L,300.2,310.9,1361,30.4,123,4.338,22.33,0
783,L00783,L,296.6,306.3,1491,41.5,39,6.488,27.741,0
784,L00784,L,301.7,312.1,1269,43.2,176,5.743,33.958,0
785,L00785,L,301.7,311.8,1534,51.6,208,8.293,33.662,0
786,H00786,H,300.7,311.6,1461,23.2,97,3.548,15.958,0
787,L00787,L,297.8,307.6,1421,36.7,99,5.466,25.921,0
788,L00788,L,302.8,312.7,1732,45.5,51,8.254,26.284,0
789,L00789,L,304.1,313.7,1008,57.5,77,6.07,57.177,0
790,H00790,H,300.3,310.1,1423,39.6,81,5.904,27.845,0
791,L00791,L,301.0,310.2,1030,34.1,39,3.672,33.028,0
792,L00792,L,300.4,309.5,1548,60.3,77,9.768,38.864,1
